state,county,trump,clinton
Iowa,Cedar,5295,3599
Iowa,Delaware,5694,2957
Iowa,Clayton,5317,3237
Iowa,Iowa,5205,3084
Iowa,Tama,4971,3196
Iowa,Madison,5360,2678
Iowa,Clay,5877,2249
Iowa,Kossuth,5653,2543
Iowa,Hardin,5254,2787
Iowa,Buena Vista,4903,2856
Iowa,Jefferson,3748,3710
Iowa,Floyd,4375,3179
Iowa,Mills,5067,2090
Iowa,Hamilton,4463,2726
Iowa,Butler,4921,2157
Iowa,Harrison,4902,2131
Iowa,O'Brien,5752,1315
Iowa,Cass,4761,1951
Iowa,Page,4893,1807
Iowa,Crawford,4617,1991
Iowa,Allamakee,4093,2421
Iowa,Grundy,4527,1856
Iowa,Chickasaw,3742,2266
Iowa,Lyon,5192,920
Iowa,Shelby,4362,1662
Iowa,Cherokee,4192,1679
Iowa,Appanoose,4033,1814
Iowa,Wright,3800,1896
Iowa,Hancock,3977,1587
Iowa,Union,3525,1922
Iowa,Winnebago,3447,1931
Iowa,Guthrie,3628,1732
Iowa,Mitchell,3190,1888
Iowa,Sac,3703,1270
Iowa,Calhoun,3468,1398
Iowa,Humboldt,3568,1252
Iowa,Montgomery,3436,1314
Iowa,Louisa,3069,1648
Iowa,Keokuk,3390,1342
Iowa,Franklin,3163,1493
Iowa,Greene,2820,1691
Iowa,Emmet,3124,1357
Iowa,Palo Alto,3081,1398
Iowa,Monona,3120,1247
Iowa,Howard,2611,1677
Iowa,Clarke,2713,1465
Iowa,Lucas,2877,1239
Iowa,Worth,2453,1530
Iowa,Davis,2723,977
Iowa,Monroe,2638,1056
Iowa,Pocahontas,2702,963
Iowa,Adair,2461,1133
Iowa,Decatur,2296,1201
Iowa,Ida,2655,792
Iowa,Fremont,2407,963
Iowa,Van Buren,2527,845
Iowa,Audubon,2136,1080
Iowa,Osceola,2531,552
Iowa,Taylor,2111,758
Iowa,Wayne,2069,719
Iowa,Ringgold,1824,753
Iowa,Adams,1395,565
Kansas,Johnson,137490,129852
Kansas,Sedgwick,104353,69627
Kansas,Shawnee,35934,33926
Kansas,Douglas,14688,31195
Kansas,Wyandotte,15806,30146
Kansas,Leavenworth,17638,10209
Kansas,Butler,19073,6573
Kansas,Reno,15513,6837
Kansas,Saline,13828,6317
Kansas,Riley,10107,9341
Kansas,Miami,10003,3991
Kansas,Harvey,8668,5068
Kansas,Crawford,8624,5199
Kansas,McPherson,8549,3226
Kansas,Cowley,8270,3551
Kansas,Lyon,6552,4649
Kansas,Montgomery,8679,2637
Kansas,Ellis,8466,2742
Kansas,Franklin,7185,2892
Kansas,Pottawatomie,7612,2225
Kansas,Barton,7888,1839
Kansas,Finney,6350,3195
Kansas,Sumner,6984,2076
Kansas,Cherokee,6182,2005
Kansas,Jefferson,5213,2518
Kansas,Dickinson,6029,1609
Kansas,Labette,5335,2291
Kansas,Geary,4274,2722
Kansas,Ford,5114,2149
Kansas,Osage,4826,1753
Kansas,Atchison,4049,1989
Kansas,Neosho,4431,1501
Kansas,Bourbon,4424,1336
Kansas,Jackson,3939,1512
Kansas,Marion,4003,1204
Kansas,Allen,3651,1433
Kansas,Nemaha,4124,725
Kansas,Seward,3159,1628
Kansas,Marshall,3307,1072
Kansas,Linn,3484,736
Kansas,Coffey,3050,727
Kansas,Brown,2906,863
Kansas,Cloud,2919,761
Kansas,Pratt,2838,771
Kansas,Clay,2891,677
Kansas,Rice,2837,695
Kansas,Wilson,2788,594
Kansas,Thomas,2908,473
Kansas,Wabaunsee,2372,776
Kansas,Doniphan,2606,587
Kansas,Anderson,2435,672
Kansas,Kingman,2530,599
Kansas,Russell,2574,461
Kansas,Mitchell,2308,477
Kansas,Ottawa,2283,424
Kansas,Greenwood,2160,485
Kansas,Washington,2194,387
Kansas,Ellsworth,1969,521
Kansas,Phillips,2233,300
Kansas,Pawnee,1904,579
Kansas,Morris,1820,601
Kansas,Sherman,2089,347
Kansas,Harper,1996,393
Kansas,Republic,2024,375
Kansas,Rooks,2031,275
Kansas,Grant,1804,441
Kansas,Barber,1850,286
Kansas,Norton,1840,281
Kansas,Scott,1865,236
Kansas,Gray,1698,263
Kansas,Smith,1661,297
Kansas,Stafford,1490,304
Kansas,Stevens,1599,220
Kansas,Osborne,1460,233
Kansas,Meade,1415,210
Kansas,Rush,1197,233
Kansas,Jewell,1223,180
Kansas,Trego,1227,198
Kansas,Chautauqua,1236,197
Kansas,Rawlins,1220,163
Kansas,Lincoln,1179,215
Kansas,Ness,1228,162
Kansas,Decatur,1210,178
Kansas,Woodson,1082,273
Kansas,Cheyenne,1173,181
Kansas,Sheridan,1197,127
Kansas,Chase,969,316
Kansas,Logan,1132,149
Kansas,Haskell,1040,245
Kansas,Gove,1140,149
Kansas,Edwards,1037,212
Kansas,Kearny,1075,174
Kansas,Graham,1025,188
Kansas,Elk,1048,160
Kansas,Morton,995,147
Kansas,Kiowa,900,114
Kansas,Hodgeman,855,124
Kansas,Clark,825,120
Kansas,Wichita,769,140
Kansas,Hamilton,705,121
Kansas,Lane,718,106
Kansas,Comanche,715,102
Kansas,Wallace,721,46
Kansas,Greeley,534,83
Kansas,Stanton,492,115
Kentucky,Jefferson,143768,190836
Kentucky,Fayette,56894,69778
Kentucky,Kenton,42958,24214
Kentucky,Boone,39082,15026
Kentucky,Warren,28673,16966
Kentucky,Daviess,28907,14163
Kentucky,Hardin,26971,13944
Kentucky,Campbell,25050,14658
Kentucky,Madison,23431,11793
Kentucky,Bullitt,26210,8255
Kentucky,Oldham,20469,10268
Kentucky,McCracken,20774,9134
Kentucky,Pulaski,22902,4208
Kentucky,Laurel,20592,3440
Kentucky,Pike,19747,4280
Kentucky,Scott,15052,7715
Kentucky,Franklin,11819,10717
Kentucky,Jessamine,15474,6144
Kentucky,Christian,14108,7188
Kentucky,Nelson,13431,6434
Kentucky,Shelby,13196,6276
Kentucky,Boyd,13591,6021
Kentucky,Hopkins,15277,4310
Kentucky,Henderson,12159,6707
Kentucky,Barren,13483,4275
Kentucky,Marshall,12322,3672
Kentucky,Graves,12671,3308
Kentucky,Floyd,11993,4015
Kentucky,Greenup,11546,4146
Kentucky,Clark,10710,4706
Kentucky,Calloway,10367,4749
Kentucky,Whitley,11312,2067
Kentucky,Woodford,7697,4958
Kentucky,Muhlenberg,9393,3272
Kentucky,Boyle,8040,4281
Kentucky,Meade,8660,3026
Kentucky,Knox,9885,1761
Kentucky,Montgomery,7856,3158
Kentucky,Anderson,8242,2634
Kentucky,Taylor,8320,2553
Kentucky,Logan,7778,2755
Kentucky,Harlan,9129,1372
Kentucky,Mercer,7740,2395
Kentucky,Grayson,8219,1959
Kentucky,Perry,8158,2136
Kentucky,Ohio,7942,2080
Kentucky,Carter,7587,2276
Kentucky,Bell,7764,1720
Kentucky,Johnson,8043,1250
Kentucky,Lincoln,7338,1865
Kentucky,Grant,7268,1910
Kentucky,Spencer,7196,1921
Kentucky,Letcher,7293,1542
Kentucky,Rowan,5174,3295
Kentucky,Bourbon,5569,2791
Kentucky,Breckinridge,6484,1960
Kentucky,Adair,6637,1323
Kentucky,Russell,6863,1093
Kentucky,Marion,5122,2679
Kentucky,Allen,6466,1349
Kentucky,Wayne,6371,1431
Kentucky,Harrison,5435,2031
Kentucky,Garrard,5904,1453
Kentucky,Simpson,5077,2144
Kentucky,Hart,5320,1730
Kentucky,Mason,4944,1970
Kentucky,Henry,4944,1828
Kentucky,Clay,5861,752
Kentucky,Trigg,4931,1587
Kentucky,Rockcastle,5609,915
Kentucky,Casey,5482,767
Kentucky,LaRue,4799,1278
Kentucky,Fleming,4722,1348
Kentucky,Union,4701,1331
Kentucky,Lawrence,4816,1045
Kentucky,Pendleton,4604,1164
Kentucky,Caldwell,4507,1260
Kentucky,Webster,4397,1240
Kentucky,McCreary,5012,664
Kentucky,Knott,4357,1245
Kentucky,Breathitt,3991,1537
Kentucky,Washington,4013,1420
Kentucky,Butler,4428,947
Kentucky,Estill,4236,1108
Kentucky,Jackson,4889,482
Kentucky,Green,4372,832
Kentucky,Lewis,4363,785
Kentucky,Edmonson,4135,979
Kentucky,Magoffin,3824,1172
Kentucky,Owen,3745,1062
Kentucky,Monroe,4278,601
Kentucky,Powell,3513,1272
Kentucky,Todd,3612,1042
Kentucky,Morgan,3628,1006
Kentucky,Livingston,3570,887
Kentucky,Metcalfe,3491,976
Kentucky,Bath,3082,1361
Kentucky,McLean,3381,988
Kentucky,Leslie,4015,400
Kentucky,Clinton,3809,547
Kentucky,Hancock,2788,1244
Kentucky,Ballard,3161,816
Kentucky,Crittenden,3290,617
Kentucky,Lyon,2789,1045
Kentucky,Martin,3503,363
Kentucky,Carroll,2588,1106
Kentucky,Trimble,2771,879
Kentucky,Bracken,2711,705
Kentucky,Gallatin,2443,749
Kentucky,Cumberland,2502,459
Kentucky,Elliott,2000,740
Kentucky,Nicholas,1957,787
Kentucky,Menifee,2010,700
Kentucky,Lee,2151,444
Kentucky,Wolfe,1804,753
Kentucky,Carlisle,2094,432
Kentucky,Fulton,1549,774
Kentucky,Hickman,1657,449
Kentucky,Owsley,1474,256
Kentucky,Robertson,759,222
Louisiana,East Baton Rouge,84660,102828
Louisiana,Jefferson,100398,73670
Louisiana,Orleans,24292,133996
Louisiana,St. Tammany,90915,27717
Louisiana,Caddo,49006,53483
Louisiana,Lafayette,68195,32726
Louisiana,Calcasieu,54191,26296
Louisiana,Ouachita,41734,24428
Louisiana,Livingston,48824,6950
Louisiana,Rapides,36816,18322
Louisiana,Ascension,36143,16476
Louisiana,Tangipahoa,33959,16878
Louisiana,Bossier,35474,12641
Louisiana,Terrebonne,31902,10665
Louisiana,Lafourche,31959,8423
Louisiana,St. Landry,21971,17209
Louisiana,Iberia,20903,10698
Louisiana,Acadia,21162,5638
Louisiana,St. Charles,16621,8559
Louisiana,St. Martin,16873,8266
Louisiana,Vermilion,20063,4857
Louisiana,St. Mary,14359,8050
Louisiana,St. John the Baptist,7569,12661
Louisiana,Lincoln,10761,7107
Louisiana,Washington,12556,5692
Louisiana,Webster,11542,6260
Louisiana,Vernon,13471,2665
Louisiana,Natchitoches,8968,7144
Louisiana,Avoyelles,11165,5035
Louisiana,Iberville,7320,8324
Louisiana,St. Bernard,10237,4960
Louisiana,Beauregard,12238,2393
Louisiana,Evangeline,10360,4208
Louisiana,Jeff Davis,10775,3080
Louisiana,DeSoto,8068,5165
Louisiana,West Baton Rouge,6927,5383
Louisiana,St. James,5456,6418
Louisiana,Morehouse,6502,5155
Louisiana,Pointe Coupee,6789,4764
Louisiana,Assumption,6714,3931
Louisiana,Union,7972,2691
Louisiana,Plaquemines,6900,3347
Louisiana,East Feliciana,5569,4235
Louisiana,Sabine,7879,1703
Louisiana,Richland,6287,3157
Louisiana,Allen,6867,2106
Louisiana,Franklin,6514,2506
Louisiana,Concordia,5477,3272
Louisiana,Grant,7408,1181
Louisiana,Jackson,5169,2139
Louisiana,Bienville,3756,3129
Louisiana,LaSalle,5836,605
Louisiana,Claiborne,3585,2717
Louisiana,Winn,4608,1644
Louisiana,St. Helena,2497,3353
Louisiana,West Feliciana,3390,2248
Louisiana,Catahoula,3479,1322
Louisiana,West Carroll,3970,715
Louisiana,Madison,1927,2744
Louisiana,Caldwell,3822,788
Louisiana,Red River,2391,1938
Louisiana,Cameron,3256,323
Louisiana,East Carroll,1059,1838
Louisiana,Tensas,1182,1332
Maine,Androscoggin,28189,22975
Maine,Aroostook,19291,13311
Maine,Cumberland,57813,103050
Maine,Franklin,7761,6911
Maine,Hancock,13152,15404
Maine,Kennebec,31753,29296
Maine,Knox,9362,12790
Maine,Lincoln,9727,10241
Maine,Oxford,16220,12139
Maine,Penobscot,42096,33276
Maine,Piscataquis,5332,3041
Maine,Sagadahoc,9304,10679
Maine,Somerset,14914,9077
Maine,Waldo,10378,10442
Maine,Washington,9158,6413
Maine,York,50388,55828
Maryland,Montgomery,92704,357837
Maryland,Baltimore,149477,218412
Maryland,Prince George's,32811,344049
Maryland,Anne Arundel,122403,128419
Maryland,Baltimore City,25205,202673
Maryland,Howard,47484,102597
Maryland,Harford,77860,47077
Maryland,Frederick,59522,56522
Maryland,Carroll,58215,26567
Maryland,Charles,25614,49341
Maryland,Washington,40998,21129
Maryland,St. Mary's,28663,17534
Maryland,Calvert,26176,18225
Maryland,Cecil,28868,13650
Maryland,Wicomico,22198,18050
Maryland,Allegany,21270,7875
Maryland,Worcester,17210,9753
Maryland,Queen Anne's,16993,7973
Maryland,Talbot,10724,8653
Maryland,Dorchester,8413,6245
Maryland,Caroline,9368,4009
Maryland,Garrett,10776,2567
Maryland,Kent,4876,4575
Maryland,Somerset,5341,4196
Massachusetts,Barnstable,53842,71632
Massachusetts,Berkshire,16799,43540
Massachusetts,Bristol,104775,127619
Massachusetts,Dukes,2474,8338
Massachusetts,Essex,135405,220027
Massachusetts,Franklin,10327,24369
Massachusetts,Hampden,78230,110313
Massachusetts,Hampshire,22089,54572
Massachusetts,Middlesex,216163,508919
Massachusetts,Nantucket,1892,4144
Massachusetts,Norfolk,119171,219129
Massachusetts,Plymouth,114722,133828
Massachusetts,Suffolk,50042,241212
Massachusetts,Worcester,157138,197126
Michigan,Wayne,228993,519444
Michigan,Oakland,289203,343070
Michigan,Macomb,224665,176317
Michigan,Kent,148180,138683
Michigan,Genesee,84175,102751
Michigan,Washtenaw,50631,128483
Michigan,Ottawa,88467,44973
Michigan,Ingham,43868,79110
Michigan,Kalamazoo,51034,67148
Michigan,Livingston,65680,34384
Michigan,Saginaw,45469,44396
Michigan,Muskegon,36127,37304
Michigan,St. Clair,49051,24553
Michigan,Monroe,43261,26863
Michigan,Berrien,38647,29495
Michigan,Jackson,39793,25795
Michigan,Calhoun,31494,24157
Michigan,Eaton,27609,24938
Michigan,Allegan,34183,18050
Michigan,Bay,28328,21642
Michigan,Grand Traverse,27413,20965
Michigan,Lenawee,26430,16750
Michigan,Lapeer,30037,12734
Michigan,Midland,23846,15635
Michigan,Clinton,21636,16492
Michigan,Shiawassee,19230,12546
Michigan,Van Buren,17890,13258
Michigan,Marquette,14646,16042
Michigan,Barry,19202,9114
Michigan,Ionia,16635,8352
Michigan,Montcalm,16907,7874
Michigan,Tuscola,17102,7429
Michigan,Isabella,12338,11404
Michigan,St. Joseph,14884,7526
Michigan,Newaygo,15173,6212
Michigan,Cass,14243,7270
Michigan,Hillsdale,14095,4799
Michigan,Sanilac,13446,4873
Michigan,Emmet,10616,6972
Michigan,Delta,11121,6436
Michigan,Branch,11786,5061
Michigan,Mecosta,10305,5827
Michigan,Gratiot,9880,5666
Michigan,Huron,10692,4579
Michigan,Houghton,8475,6018
Michigan,Chippewa,9122,5379
Michigan,Wexford,10000,4436
Michigan,Leelanau,7239,6774
Michigan,Mason,8505,5281
Michigan,Alpena,9090,4877
Michigan,Charlevoix,8674,5137
Michigan,Cheboygan,8683,4302
Michigan,Antrim,8469,4448
Michigan,Clare,8505,4249
Michigan,Iosco,8345,4345
Michigan,Dickinson,8580,3923
Michigan,Roscommon,8141,4287
Michigan,Manistee,6915,4979
Michigan,Otsego,8266,3556
Michigan,Gladwin,8124,3794
Michigan,Oceana,7228,3973
Michigan,Menominee,6702,3539
Michigan,Osceola,7336,2705
Michigan,Ogemaw,6827,3030
Michigan,Benzie,5539,4108
Michigan,Kalkaska,6116,2280
Michigan,Arenac,4950,2384
Michigan,Gogebic,4018,2925
Michigan,Missaukee,5386,1565
Michigan,Presque Isle,4488,2400
Michigan,Crawford,4354,2110
Michigan,Alcona,4201,1732
Michigan,Mackinac,3744,2085
Michigan,Iron,3675,2004
Michigan,Lake,3159,1939
Michigan,Montmorency,3498,1287
Michigan,Alger,2585,1663
Michigan,Schoolcraft,2556,1369
Michigan,Oscoda,2843,1044
Michigan,Baraga,2158,1156
Michigan,Ontonagon,2066,1176
Michigan,Luce,1756,681
Michigan,Keweenaw,814,527
Minnesota,Hennepin,191770,429288
Minnesota,Ramsey,70894,177738
Minnesota,Dakota,99864,110592
Minnesota,Anoka,93339,75500
Minnesota,Washington,64428,67086
Minnesota,St. Louis,44630,57771
Minnesota,Olmsted,35668,36268
Minnesota,Stearns,47617,25576
Minnesota,Scott,39948,28502
Minnesota,Wright,43274,20334
Minnesota,Carver,29056,21508
Minnesota,Sherburne,31053,13293
Minnesota,Crow Wing,22287,10982
Minnesota,Blue Earth,15667,14428
Minnesota,Otter Tail,20939,9340
Minnesota,Rice,15429,14437
Minnesota,Chisago,18441,9278
Minnesota,Clay,13543,12971
Minnesota,Winona,12122,11366
Minnesota,Goodhue,14041,9446
Minnesota,Itasca,12920,9015
Minnesota,Douglas,13966,6227
Minnesota,Kandiyohi,12785,7266
Minnesota,Beltrami,10783,8688
Minnesota,Isanti,13635,5657
Minnesota,Benton,12872,5640
Minnesota,Steele,11198,6241
Minnesota,McLeod,12155,4978
Minnesota,Carlton,8160,8460
Minnesota,Nicollet,8437,7886
Minnesota,Mower,8823,7437
Minnesota,Morrison,12925,3637
Minnesota,Becker,10880,5208
Minnesota,Freeborn,8808,6041
Minnesota,Cass,9982,4949
Minnesota,Le Sueur,9182,4623
Minnesota,Polk,8979,4712
Minnesota,Pine,8191,4580
Minnesota,Brown,8708,3763
Minnesota,Mille Lacs,8340,3710
Minnesota,Meeker,8104,3191
Minnesota,Lyon,7256,3825
Minnesota,Todd,8485,2783
Minnesota,Wabasha,6989,3866
Minnesota,Hubbard,7261,3423
Minnesota,Fillmore,6271,3872
Minnesota,Dodge,6527,3102
Minnesota,Houston,5616,4145
Minnesota,Martin,7062,2733
Minnesota,Waseca,5967,2838
Minnesota,Aitkin,5516,3134
Minnesota,Nobles,5299,2733
Minnesota,Kanabec,5230,2327
Minnesota,Roseau,5451,1856
Minnesota,Sibley,5193,1954
Minnesota,Redwood,5137,1887
Minnesota,Renville,4890,2117
Minnesota,Faribault,4659,2153
Minnesota,Wadena,4837,1684
Minnesota,Pennington,4000,2147
Minnesota,Lake,2932,3077
Minnesota,Koochiching,3569,2306
Minnesota,Pope,3793,2106
Minnesota,Chippewa,3764,1978
Minnesota,Cottonwood,3679,1678
Minnesota,Jackson,3609,1492
Minnesota,Stevens,2799,2116
Minnesota,Yellow Medicine,3382,1524
Minnesota,Watonwan,2768,1814
Minnesota,Swift,2963,1686
Minnesota,Rock,3091,1373
Minnesota,Marshall,3208,1225
Minnesota,Pipestone,3338,1127
Minnesota,Murray,2974,1295
Minnesota,Clearwater,2925,1100
Minnesota,Lac Qui Parle,2293,1305
Minnesota,Grant,2063,1105
Minnesota,Cook,1156,1912
Minnesota,Wilkin,2129,893
Minnesota,Norman,1699,1264
Minnesota,Lincoln,1931,860
Minnesota,Big Stone,1608,921
Minnesota,Kittson,1349,823
Minnesota,Lake of the Woods,1540,553
Minnesota,Mahnomen,991,930
Minnesota,Red Lake,1141,540
Minnesota,Traverse,1049,630
Mississippi,Hinds,25275,67594
Mississippi,DeSoto,43089,20591
Mississippi,Harrison,40354,21169
Mississippi,Rankin,47178,14110
Mississippi,Madison,28265,20343
Mississippi,Jackson,33629,14657
Mississippi,Lee,22220,10029
Mississippi,Lauderdale,17741,11269
Mississippi,Jones,20133,7791
Mississippi,Forrest,15461,11716
Mississippi,Lowndes,13271,11819
Mississippi,Lamar,18751,5190
Mississippi,Pearl River,17782,3604
Mississippi,Lafayette,10872,7969
Mississippi,Warren,9767,9284
Mississippi,Oktibbeha,8576,8859
Mississippi,Hancock,13811,3344
Mississippi,Washington,5244,11380
Mississippi,Pike,8009,8043
Mississippi,Monroe,10167,5524
Mississippi,Lincoln,10550,4458
Mississippi,Panola,7449,7431
Mississippi,Marshall,6587,8023
Mississippi,Alcorn,11819,2684
Mississippi,Adams,5874,7757
Mississippi,Bolivar,4590,9046
Mississippi,Pontotoc,10336,2386
Mississippi,Copiah,6103,6741
Mississippi,Marion,7836,3677
Mississippi,Tate,7495,3926
Mississippi,Union,9235,2012
Mississippi,Simpson,7393,3874
Mississippi,Leflore,3212,7787
Mississippi,Neshoba,7679,2715
Mississippi,Scott,6122,4268
Mississippi,Grenada,5970,4424
Mississippi,Yazoo,4598,5369
Mississippi,Clay,4150,5722
Mississippi,George,8696,1027
Mississippi,Prentiss,7648,2067
Mississippi,Itawamba,8470,1117
Mississippi,Wayne,5990,3524
Mississippi,Sunflower,2794,6725
Mississippi,Newton,6548,2756
Mississippi,Tippah,7240,1842
Mississippi,Coahoma,2426,6378
Mississippi,Winston,4910,3850
Mississippi,Covington,5435,3276
Mississippi,Jasper,4038,4368
Mississippi,Leake,4782,3584
Mississippi,Tishomingo,7166,999
Mississippi,Attala,4897,3242
Mississippi,Holmes,1309,6689
Mississippi,Chickasaw,4127,3649
Mississippi,Clarke,5137,2585
Mississippi,Smith,5928,1617
Mississippi,Amite,4289,2697
Mississippi,Stone,5306,1573
Mississippi,Walthall,4056,2790
Mississippi,Calhoun,4390,1910
Mississippi,Lawrence,4091,2195
Mississippi,Jeff Davis,2466,3720
Mississippi,Yalobusha,3376,2582
Mississippi,Tallahatchie,2462,3337
Mississippi,Noxubee,1200,4347
Mississippi,Carroll,3799,1680
Mississippi,Perry,4135,1220
Mississippi,Greene,4335,974
Mississippi,Webster,3976,1019
Mississippi,Montgomery,2818,2115
Mississippi,Kemper,1778,2827
Mississippi,Franklin,2721,1502
Mississippi,Claiborne,540,3708
Mississippi,Humphreys,1151,3071
Mississippi,Wilkinson,1318,2857
Mississippi,Choctaw,2788,1218
Mississippi,Benton,2251,1719
Mississippi,Jefferson,490,3337
Mississippi,Tunica,853,2667
Mississippi,Quitman,1001,2312
Mississippi,Sharkey,692,1479
Mississippi,Issaquena,298,395
Missouri,St. Louis County,202434,286704
Missouri,Jackson,116211,168972
Missouri,St. Charles,121650,68626
Missouri,St. Louis City,20832,104235
Missouri,Greene,78035,42728
Missouri,Clay,57476,45304
Missouri,Jefferson,69036,31568
Missouri,Boone,36200,41125
Missouri,Cass,33098,14846
Missouri,Franklin,35430,12341
Missouri,Platte,25933,20057
Missouri,Jasper,35070,10572
Missouri,Christian,30946,8508
Missouri,Cole,24616,10913
Missouri,Cape Girardeau,27017,8492
Missouri,Buchanan,21320,12013
Missouri,Newton,20553,4990
Missouri,Lincoln,18159,5575
Missouri,St. Francois,17468,6250
Missouri,Taney,18276,4373
Missouri,Camden,16944,4768
Missouri,Johnson,13719,5930
Missouri,Callaway,13057,4989
Missouri,Phelps,12709,4766
Missouri,Pettis,12810,4324
Missouri,Howell,13893,2881
Missouri,Scott,13168,3575
Missouri,Butler,13650,3036
Missouri,Pulaski,9876,2922
Missouri,Lawrence,13089,2901
Missouri,Webster,12840,3177
Missouri,Stone,13158,2887
Missouri,LaClede,12881,2553
Missouri,Lafayette,10988,4053
Missouri,Warren,11111,3915
Missouri,Barry,11428,2710
Missouri,Polk,10438,2631
Missouri,Stoddard,11079,1876
Missouri,Marion,9419,2994
Missouri,Miller,9285,1750
Missouri,Texas,8875,1728
Missouri,Ray,7104,3090
Missouri,Dunklin,8026,2360
Missouri,Randolph,7529,2283
Missouri,Clinton,7067,2572
Missouri,Adair,6030,3500
Missouri,Audrain,6981,2570
Missouri,Crawford,7724,1824
Missouri,Henry,7075,2357
Missouri,Benton,7213,2025
Missouri,Nodaway,6380,2529
Missouri,Washington,7048,1926
Missouri,Saline,5977,2789
Missouri,Andrew,6665,2045
Missouri,Morgan,6760,1768
Missouri,Perry,6908,1520
Missouri,Vernon,6533,1707
Missouri,Ste. Genevieve,5496,2542
Missouri,McDonald,6599,1329
Missouri,Wright,6707,1170
Missouri,Bates,6001,1618
Missouri,Cooper,5624,1932
Missouri,Macon,5798,1548
Missouri,Dallas,5895,1272
Missouri,Gasconade,5670,1520
Missouri,Pike,5274,1806
Missouri,New Madrid,5270,1933
Missouri,Osage,5856,998
Missouri,Moniteau,5347,1237
Missouri,Dent,5600,978
Missouri,Douglas,5486,984
Missouri,Livingston,4879,1265
Missouri,Cedar,5021,1011
Missouri,Pemiscot,3964,1947
Missouri,Barton,4959,795
Missouri,Wayne,4658,948
Missouri,Bollinger,4827,705
Missouri,Linn,4088,1240
Missouri,Ripley,4522,830
Missouri,Montgomery,4127,1119
Missouri,Madison,4102,1005
Missouri,Ralls,3969,1138
Missouri,Mississippi,3600,1458
Missouri,Howard,3277,1283
Missouri,Hickory,3542,1016
Missouri,Oregon,3671,865
Missouri,St. Clair,3501,936
Missouri,DeKalb,3540,824
Missouri,Ozark,3639,724
Missouri,Maries,3561,794
Missouri,Lewis,3344,934
Missouri,Grundy,3462,780
Missouri,Carroll,3480,745
Missouri,Caldwell,3232,838
Missouri,Iron,3173,933
Missouri,Monroe,3159,853
Missouri,Chariton,2950,888
Missouri,Dade,3184,637
Missouri,Shannon,2966,776
Missouri,Daviess,2767,730
Missouri,Harrison,2965,574
Missouri,Clark,2458,724
Missouri,Shelby,2524,606
Missouri,Gentry,2304,605
Missouri,Reynolds,2406,540
Missouri,Carter,2324,436
Missouri,Atchison,2060,541
Missouri,Sullivan,1884,526
Missouri,Holt,1926,347
Missouri,Putnam,1936,353
Missouri,Scotland,1525,365
Missouri,Schuyler,1505,354
Missouri,Knox,1416,379
Missouri,Mercer,1486,216
Missouri,Worth,808,195
Montana,Yellowstone,40920,22171
Montana,Missoula,22250,31543
Montana,Gallatin,23802,24246
Montana,Flathead,30240,13293
Montana,Lewis and Clark,16895,14478
Montana,Cascade,19632,12175
Montana,Ravalli,14810,6223
Montana,Silver Bow,6376,8619
Montana,Lake,7530,4776
Montana,Park,4980,3595
Montana,Lincoln,6729,2041
